city,state,males,females,lat,lng,id,state name,Total
Marin City,CA,1,0,37.868538,-122.5091404,06,California,1
Marina Del Rey,CA,1,0,33.9753235,-118.4456476,06,California,1
Maywood,CA,2,0,33.98833675,-118.1884296,06,California,2
McFarland,CA,2,0,35.677856,-119.2293129,06,California,2
Menifee,CA,2,2,33.6864432,-117.1770437,06,California,4
Merced,CA,2,0,37.3029568,-120.4843269,06,California,2
Merced County,CA,1,0,37.1869636,-120.6094264,06,California,1
Milpitas,CA,1,0,37.43143895,-121.885266,06,California,1
Modesto,CA,12,2,37.636724,-120.9014852,06,California,14
Monrovia,CA,1,0,34.201558,-118.1734475,06,California,1
Montclair,CA,2,0,34.07171275,-117.6976877,06,California,2
Monterey,CA,1,0,36.5845085,-121.866819,06,California,1
Moreno Valley,CA,5,1,33.921961,-117.2001073,06,California,6
Mount Hope,CA,1,0,32.7142185,-117.1075309,06,California,1
Murphys,CA,2,1,38.148332,-120.4505355,06,California,3
Napa,CA,1,0,38.32377705,-122.3355206,06,California,1
National City,CA,1,0,32.6781085,-117.0991967,06,California,1
Newark,CA,1,0,37.521024,-122.0263484,06,California,1
Newport Beach,CA,1,1,33.6170092,-117.9294401,06,California,2
Norco,CA,1,0,33.9277225,-117.5556223,06,California,1
Norwalk,CA,1,0,33.9164121,-118.0718578,06,California,1
Oak View,CA,1,0,34.397523,-119.3002289,06,California,1
Oakdale,CA,1,0,37.7665947,-120.8471545,06,California,1
Oakland,CA,71,14,37.8043808,-122.2708166,06,California,85
Oceanside,CA,2,1,33.1958696,-117.3794834,06,California,3
Ontario,CA,3,0,34.0633443,-117.6508876,06,California,3
Orange,CA,3,1,33.7878549,-117.8530908,06,California,4
Orange County,CA,1,0,33.6671869,-117.7205934,06,California,1
Orange Cove,CA,1,0,36.606639,-119.3343623,06,California,1
Orangevale,CA,2,0,38.6841725,-121.2184645,06,California,2
Orosi,CA,1,1,36.5473593,-119.2892485,06,California,2
Oroville,CA,3,1,39.4900785,-121.5644877,06,California,4
Oxnard,CA,7,3,34.1975048,-119.1770516,06,California,10
Pacific Palisades,CA,2,0,34.0480643,-118.5264706,06,California,2
Palermo,CA,2,0,39.435057,-121.5352589,06,California,2
Palm Desert,CA,1,1,33.7404645,-116.3691056,06,California,2
Palmdale,CA,5,1,34.585428,-118.1243215,06,California,6
Palmetto,CA,1,0,33.7453584,-117.7771984,06,California,1
Palo Alto,CA,1,0,37.442156,-122.1634472,06,California,1
Paramount,CA,2,0,33.8992926,-118.1649498,06,California,2
Pasadena,CA,5,0,34.18455365,-118.1735599,06,California,5
Paso Robles,CA,1,0,35.6267654,-120.6912456,06,California,1
Patterson,CA,1,0,37.471623,-121.1296949,06,California,1
Perris,CA,5,0,33.7919875,-117.2243359,06,California,5
Pico Rivera,CA,1,0,33.9830688,-118.096735,06,California,1
Pittsburg,CA,2,1,38.021408,-121.8850312,06,California,3
Pixley,CA,2,0,35.9685649,-119.2917785,06,California,2
Placentia,CA,1,0,33.8722371,-117.8703363,06,California,1
Placerville,CA,1,0,38.730703,-120.7963127,06,California,1
Planada,CA,3,0,37.2884235,-120.3248101,06,California,3
Pomona,CA,27,2,34.0552886,-117.7522793,06,California,29
Port Hueneme,CA,1,0,34.159363,-119.2025609,06,California,1
Porterville,CA,6,1,36.0625905,-118.9829606,06,California,7
Portola,CA,1,0,39.8194815,-120.4673192,06,California,1
Rancho Cordova,CA,2,0,38.5676485,-121.2232493,06,California,2
Rancho Cucamonga,CA,1,0,34.1242304,-117.5655646,06,California,1
Red Bluff,CA,2,0,40.182967,-122.2411728,06,California,2
Redding,CA,2,0,40.5018995,-122.385954,06,California,2
Redlands,CA,1,0,34.072662,-117.093417,06,California,1
Redondo Beach,CA,3,0,33.8491816,-118.3884078,06,California,3
Reseda,CA,1,0,34.2389212,-118.5293248,06,California,1
Rialto,CA,3,0,34.1064001,-117.3703235,06,California,3
Richmond,CA,13,1,37.9357576,-122.3477486,06,California,14
Ridgecrest,CA,1,1,35.6225064,-117.6699414,06,California,2
Rio Linda,CA,1,0,38.687172,-121.4593566,06,California,1
Riverside,CA,8,0,33.9458443,-117.4100968,06,California,8
Rocklin,CA,1,0,38.7907339,-121.2357828,06,California,1
Rodeo,CA,2,0,38.028345,-122.2374241,06,California,2
Rolando,CA,1,0,33.081472,-117.040067,06,California,1
Rosemead,CA,1,1,34.0676169,-118.0879763,06,California,2
Rosemont,CA,1,0,38.5475445,-121.3565067,06,California,1
Roseville,CA,1,0,38.7233728,-121.1858758,06,California,1
Sacramento,CA,37,4,38.5815719,-121.4943996,06,California,41
Salinas,CA,26,2,36.6604725,-121.6844268,06,California,28
San Bernardino,CA,32,0,34.1083449,-117.2897652,06,California,32
San Bruno,CA,1,0,37.6230195,-122.4289821,06,California,1
San Diego,CA,24,5,32.7469869,-117.21177,06,California,29
San Francisco,CA,32,3,37.7789601,-122.419199,06,California,35
San Jacinto,CA,5,0,33.794793,-117.006396,06,California,5
San Jose,CA,24,4,37.3438502,-121.8831349,06,California,28
San Leandro,CA,3,0,37.704815,-122.1675374,06,California,3
San Lorenzo,CA,3,1,37.673615,-122.13193,06,California,4
San Marcos,CA,1,0,33.1433723,-117.1661449,06,California,1
San Mateo,CA,1,0,37.5446217,-122.3091165,06,California,1
San Pablo,CA,1,0,37.9650335,-122.3469671,06,California,1
San Pedro,CA,1,0,33.7358518,-118.2922934,06,California,1
San Ysidro,CA,1,0,32.5520013,-117.0430813,06,California,1
Sanger,CA,1,0,36.708006,-119.5559652,06,California,1
Santa Ana,CA,8,2,33.7490525,-117.8620053,06,California,10
Santa Barbara,CA,2,0,34.3999755,-119.7030225,06,California,2
Santa Clarita,CA,1,1,34.3916641,-118.542586,06,California,2
Santa Cruz,CA,4,1,36.97588665,-122.0337727,06,California,5
Santa Fe Springs,CA,1,0,33.9472359,-118.0853451,06,California,1
Santa Maria,CA,1,0,34.9323829,-120.4537936,06,California,1
Santa Monica,CA,6,2,34.008617,-118.494754,06,California,8
Santa Paula,CA,2,2,34.3554985,-119.0649547,06,California,4
Santa Rosa,CA,4,0,38.367814,-122.7659802,06,California,4
Saratoga,CA,1,0,37.2661735,-122.0257816,06,California,1
Seaside,CA,1,0,36.62581365,-121.8170327,06,California,1
Seven Oaks,CA,1,0,34.1863979,-116.914197,06,California,1
Shingletown,CA,1,3,40.502371,-121.8733185,06,California,4
Simi Valley,CA,4,3,34.2657598,-118.7313464,06,California,7
Skyline,CA,1,0,32.74169715,-116.9524141,06,California,1
Sonoma,CA,1,0,37.8761542,-122.2386873,06,California,1
South El Monte,CA,1,0,34.0488705,-118.0457581,06,California,1
South Gate,CA,3,0,33.93820895,-118.187815,06,California,3
South Lake Tahoe,CA,2,0,38.92880455,-119.9878315,06,California,2
Stanton,CA,2,1,33.7947696,-117.9950722,06,California,3
Stockton,CA,20,2,37.9577016,-121.2907796,06,California,22
Suisun City,CA,2,0,38.2475585,-122.0074114,06,California,2
Sun Valley,CA,1,0,34.2175042,-118.3703576,06,California,1
Sunnyvale,CA,3,0,37.3688301,-122.0363496,06,California,3
Temecula,CA,2,1,33.49358875,-117.1174315,06,California,3
Templeton,CA,1,0,35.5606196,-120.7007175,06,California,1
Thornton,CA,1,0,38.2260268,-121.4246733,06,California,1
Thousand Palms,CA,1,0,33.7517195,-116.2731592,06,California,1
Three Rivers,CA,2,0,36.420443,-118.8802926,06,California,2
Tollhouse,CA,1,0,37.018838,-119.3992957,06,California,1
Torrance,CA,2,0,33.8358492,-118.3406288,06,California,2
Tulare,CA,5,0,35.6521754,-118.3224811,06,California,5
Tulare County,CA,2,0,36.26992445,-118.7962661,06,California,2
Turlock,CA,4,0,37.501842,-120.845998,06,California,4
Tustin,CA,1,0,33.7458511,-117.826166,06,California,1
Twentynine Palms,CA,1,0,34.16476,-116.0365625,06,California,1
Union City,CA,6,0,37.5907215,-122.017324,06,California,6
Vacaville,CA,2,0,38.34234285,-121.901545,06,California,2
Valinda,CA,1,0,34.0384525,-117.9335575,06,California,1
Vallejo,CA,20,5,38.114559,-122.2314761,06,California,25
Valley Center,CA,1,1,33.2183701,-117.0341967,06,California,2
Van Nuys,CA,2,0,34.1865032,-118.4489363,06,California,2
Ventura,CA,5,0,34.270273,-119.2426054,06,California,5
Ventura County,CA,2,0,34.240837,-118.6369332,06,California,2
Victorville,CA,7,0,34.5406414,-117.3410676,06,California,7
Visalia,CA,9,1,36.3302284,-119.2920585,06,California,10
Vista,CA,1,0,33.2000368,-117.2425355,06,California,1
Walnut Creek,CA,1,0,37.894375,-122.0364388,06,California,1
Wasco,CA,2,0,35.5941238,-119.3409457,06,California,2
Waterford,CA,1,0,37.63976,-120.758465,06,California,1
Watsonville,CA,3,0,36.88707915,-121.7854002,06,California,3
Watts,CA,1,0,33.9405674,-118.2428485,06,California,1
Weed,CA,1,0,41.41327,-122.387636,06,California,1
West Oakland,CA,1,0,37.80485795,-122.2951677,06,California,1
Westmont,CA,2,0,33.945206,-118.2984032,06,California,2
Whittier,CA,8,1,34.0270245,-118.0550089,06,California,9
Willowbrook,CA,3,0,33.9169602,-118.2550726,06,California,3
Wilmington,CA,2,0,33.780018,-118.2625711,06,California,2
Windsor,CA,1,0,38.532455,-122.7603396,06,California,1
Winnetka,CA,1,0,34.2133375,-118.5720309,06,California,1
Woodlake,CA,1,0,36.4110775,-119.0937578,06,California,1
Yorba Linda,CA,1,0,33.890981,-117.7730141,06,California,1
Yuba City,CA,2,0,39.1404477,-121.6169108,06,California,2
Yuba County,CA,1,0,39.27887435,-121.4384775,06,California,1
Yucaipa,CA,2,0,34.0407185,-117.0516762,06,California,2
Yucca Valley,CA,1,0,34.13471065,-116.4136822,06,California,1
Annapolis,CA,0,1,38.7218559,-123.3697306,06,California,1
Chino,CA,0,1,34.0133561,-117.690075,06,California,1
French Camp,CA,0,1,37.8764182,-121.271756,06,California,1
Hanford,CA,0,1,36.2940205,-119.6764752,06,California,1
Joshua Tree,CA,0,1,34.126735,-116.321063,06,California,1
Ladera Ranch,CA,0,1,33.5712292,-117.635624,06,California,1
Laguna Nigel,CA,0,1,38.83024945,-121.0914822,06,California,1
Mad River,CA,0,1,40.4139261,-123.4730396,06,California,1
Montebello,CA,0,1,34.009457,-118.1053467,06,California,1
Northridge,CA,0,1,34.2285918,-118.5369316,06,California,1
Paradise,CA,0,1,39.763452,-121.6067892,06,California,1
Quincy,CA,0,1,39.9310755,-120.9534959,06,California,1
Redwood City,CA,0,1,37.4852152,-122.2363548,06,California,1
San Gabriel,CA,0,1,34.0938138,-118.0975757,06,California,1
San Onofre,CA,0,1,33.3803575,-117.5736037,06,California,1
Taft,CA,0,1,35.125984,-119.4117879,06,California,1
Tarzana,CA,0,1,34.1494848,-118.5506158,06,California,1
Temple City,CA,0,1,34.1031775,-118.052829,06,California,1
Winters,CA,0,1,38.5249065,-121.9708017,06,California,1
Acosta,PA,1,0,40.1103542,-79.0689168,42,Pennsylvania,1
Adams,PA,1,0,39.8708972,-77.2395963,42,Pennsylvania,1
Allegheny Township,PA,1,0,40.4356765,-80.00419179,42,Pennsylvania,1
Allentown,PA,9,1,40.6022032,-75.4716219,42,Pennsylvania,10
Altoona,PA,3,0,40.518681,-78.394736,42,Pennsylvania,3
Ambridge,PA,1,0,40.5892339,-80.22506,42,Pennsylvania,1
Archbald,PA,1,0,41.4948038,-75.5368521,42,Pennsylvania,1
Ashville,PA,2,2,40.5600684,-78.5486289,42,Pennsylvania,4
Avella,PA,1,0,40.2750705,-80.4606226,42,Pennsylvania,1
Barree,PA,2,0,40.5853461,-78.1005628,42,Pennsylvania,2
Beaver County,PA,1,1,40.6680585,-80.33413424,42,Pennsylvania,2
Beaver Falls,PA,1,0,40.7520097,-80.3192295,42,Pennsylvania,1
Beltzhoover,PA,1,0,40.4197915,-80.0019974,42,Pennsylvania,1
Bessemer,PA,1,1,40.1281278,-79.5550387,42,Pennsylvania,2
Bethel Park,PA,1,0,40.3275697,-80.0394977,42,Pennsylvania,1
Bethlehem,PA,2,1,40.6178915,-75.3786521,42,Pennsylvania,3
Blair County,PA,3,1,40.4870748,-78.3682329,42,Pennsylvania,4
Bloomfield,PA,1,0,40.4179085,-77.18980275,42,Pennsylvania,1
Braddock,PA,1,0,40.4034024,-79.8683824,42,Pennsylvania,1
Bucks County,PA,1,1,40.3285875,-75.12992376,42,Pennsylvania,2
Caln,PA,1,0,39.9909398,-75.7802235,42,Pennsylvania,1
Canton,PA,1,1,41.656464,-76.8532927,42,Pennsylvania,2
Carlisle,PA,1,0,40.201824,-77.1893888,42,Pennsylvania,1
Carrick,PA,1,0,40.3964583,-79.9903303,42,Pennsylvania,1
Catasauqua,PA,1,0,40.6548191,-75.4746273,42,Pennsylvania,1
Chambersburg,PA,2,1,39.9405903,-77.6598624,42,Pennsylvania,3
Chanceford,PA,1,1,39.9725187,-76.7483657,42,Pennsylvania,2
Cheltenham,PA,1,0,40.0609445,-75.0940625,42,Pennsylvania,1
Chester,PA,15,1,39.849557,-75.3557458,42,Pennsylvania,16
Clairton,PA,1,0,40.292292,-79.881715,42,Pennsylvania,1
Clymer,PA,1,0,40.6681213,-79.0116985,42,Pennsylvania,1
Columbia,PA,1,0,41.0389186,-76.4191791,42,Pennsylvania,1
Conewago,PA,1,0,40.1581491,-76.660246,42,Pennsylvania,1
Danielsville,PA,1,1,40.7945388,-75.5271292,42,Pennsylvania,2
Darby,PA,1,0,39.9184461,-75.2590721,42,Pennsylvania,1
Duquesne,PA,2,0,40.3814581,-79.8597708,42,Pennsylvania,2
East Berlin,PA,1,1,39.937597,-76.9785892,42,Pennsylvania,2
East Fallowfield,PA,1,0,40.4111493,-80.0230862,42,Pennsylvania,1
East Hills,PA,1,0,40.6584314,-75.3432351,42,Pennsylvania,1
East Huntingdon,PA,1,0,40.1444301,-79.582819,42,Pennsylvania,1
East Liberty,PA,1,0,40.4620685,-79.9239522,42,Pennsylvania,1
Easton,PA,3,1,40.6916081,-75.2099866,42,Pennsylvania,4
Ellwood City,PA,1,0,40.8617303,-80.2864515,42,Pennsylvania,1
Erie,PA,3,0,42.129461,-80.085239,42,Pennsylvania,3
Fairless Hills,PA,1,0,40.1795537,-74.8551644,42,Pennsylvania,1
Fairmount,PA,1,0,39.9522975,-75.190211,42,Pennsylvania,1
Fayette,PA,1,0,39.921022,-79.6663803,42,Pennsylvania,1
Forty Fort,PA,1,1,41.2789699,-75.8782519,42,Pennsylvania,2
Forward,PA,1,0,40.1314667,-78.8647451,42,Pennsylvania,1
Frankford,PA,1,0,40.0281674,-75.084896,42,Pennsylvania,1
Freeland,PA,1,1,41.0167508,-75.8971431,42,Pennsylvania,2
Garfield,PA,1,0,40.46868,-79.9386628,42,Pennsylvania,1
Germantown,PA,1,0,40.0434449,-75.1801775,42,Pennsylvania,1
Grantville,PA,1,1,40.377867,-76.6463566,42,Pennsylvania,2
Hampden,PA,1,0,40.215999,-76.997987,42,Pennsylvania,1
Hanover,PA,1,0,39.8063247,-76.9842735,42,Pennsylvania,1
Harrisburg,PA,15,2,40.2663107,-76.8861122,42,Pennsylvania,17
Harrisburgh,PA,1,0,40.2737002,-76.8844179,42,Pennsylvania,1
Hazelwood,PA,1,0,40.4131664,-79.9391633,42,Pennsylvania,1
Hazleton,PA,2,0,40.9646867,-75.9852789,42,Pennsylvania,2
Hempfield,PA,2,1,40.0548193,-76.4388523,42,Pennsylvania,3
Highspire,PA,1,0,40.2111133,-76.7902453,42,Pennsylvania,1
Hilltown,PA,1,0,40.3421681,-75.255433,42,Pennsylvania,1
Homer City,PA,1,0,40.5434007,-79.1622566,42,Pennsylvania,1
Homestead,PA,3,0,40.4059025,-79.9119948,42,Pennsylvania,3
Homewood,PA,7,0,40.813953,-80.32923,42,Pennsylvania,7
Horton,PA,2,1,41.6050664,-77.8413829,42,Pennsylvania,3
Hunting Park,PA,1,0,40.016501,-75.1437876,42,Pennsylvania,1
Huntingdon,PA,2,1,40.4847959,-78.0102813,42,Pennsylvania,3
Jefferson,PA,1,0,41.1125398,-79.0163349,42,Pennsylvania,1
Jim Thorpe,PA,1,0,40.8759235,-75.7324127,42,Pennsylvania,1
Johnstown,PA,3,0,40.3267407,-78.9219698,42,Pennsylvania,3
Kennedy,PA,1,0,41.680071,-77.4283124,42,Pennsylvania,1
Kensington,PA,3,0,39.9859458,-75.1318429,42,Pennsylvania,3
Kingsessing,PA,1,0,39.9522975,-75.190211,42,Pennsylvania,1
Lamar,PA,1,0,41.0161767,-77.5311034,42,Pennsylvania,1
Lancaster,PA,3,1,40.03997225,-76.30641773,42,Pennsylvania,4
Lancaster County,PA,1,0,40.01846345,-76.23365285,42,Pennsylvania,1
Larimer,PA,2,0,40.4625688,-79.9083841,42,Pennsylvania,2
Latrobe,PA,1,0,40.3211808,-79.3794811,42,Pennsylvania,1
Lebanon,PA,2,1,40.3465499,-76.4283812,42,Pennsylvania,3
Lehman,PA,2,0,41.3170249,-76.0224235,42,Pennsylvania,2
Liberty Twp,PA,1,0,41.0652675,-77.62306753,42,Pennsylvania,1
Lititz,PA,1,0,40.1571272,-76.3071674,42,Pennsylvania,1
Lower Paxton,PA,1,0,40.3187547,-76.7862453,42,Pennsylvania,1
Lower Pottsgrove,PA,1,0,40.2509313,-75.5929597,42,Pennsylvania,1
Mahanoy City,PA,1,1,40.8125881,-76.1416034,42,Pennsylvania,2
Malvern,PA,1,0,40.036202,-75.5138959,42,Pennsylvania,1
Manchester,PA,1,1,40.0595131,-76.7229552,42,Pennsylvania,2
Manheim,PA,1,0,40.1637359,-76.3952429,42,Pennsylvania,1
Manheim Township ,PA,1,0,40.1637359,-76.3952429,42,Pennsylvania,1
Mattawana,PA,1,1,40.4961865,-77.7294372,42,Pennsylvania,2
McKeesport,PA,4,1,40.3478472,-79.864215,42,Pennsylvania,5
Mckeesport,PA,1,0,40.3478472,-79.864215,42,Pennsylvania,1
Mercer County,PA,1,0,41.3334542,-80.3014412,42,Pennsylvania,1
Middle Paxton,PA,1,0,40.3046694,-76.8182032,42,Pennsylvania,1
Milford Twp,PA,1,0,41.322316,-74.8023882,42,Pennsylvania,1
Monroeville,PA,2,0,40.4211798,-79.7881025,42,Pennsylvania,2
Moosic,PA,1,0,41.353413,-75.7382478,42,Pennsylvania,1
Morrisville,PA,1,0,40.2114978,-74.7879399,42,Pennsylvania,1
Mount Oliver,PA,1,1,40.4121097,-79.98562398,42,Pennsylvania,2
Munhall,PA,2,1,40.3922914,-79.9000499,42,Pennsylvania,3
Murrysville,PA,1,1,40.4284015,-79.697545,42,Pennsylvania,2
Nether Providence,PA,1,1,39.878245,-75.376656,42,Pennsylvania,2
New Castle,PA,2,1,41.0036719,-80.3470091,42,Pennsylvania,3
New Ringgold,PA,1,0,40.6859241,-75.9990972,42,Pennsylvania,1
Norristown,PA,3,0,40.121497,-75.3399048,42,Pennsylvania,3
North Philadelphia,PA,2,0,39.9969817,-75.1550837,42,Pennsylvania,2
North Union,PA,1,0,43.0686883,-77.7968023,42,Pennsylvania,1
North Versailles,PA,1,1,40.3797913,-79.8094916,42,Pennsylvania,2
Olney,PA,3,0,40.0412227,-75.1237863,42,Pennsylvania,3
Overbrook,PA,1,0,40.3842203,-79.9961442,42,Pennsylvania,1
Parkside,PA,1,0,39.864279,-75.3785252,42,Pennsylvania,1
Penn Hills,PA,4,0,40.4729398,-79.8176723,42,Pennsylvania,4
Philadelphia,PA,189,11,39.952335,-75.163789,42,Pennsylvania,200
Philipsburg,PA,1,1,40.0617403,-79.881158,42,Pennsylvania,2
Pittsburg,PA,1,0,37.777164,-88.848726,42,Pennsylvania,1
Pittsburgh,PA,24,6,40.4416941,-79.9900861,42,Pennsylvania,30
Port Vue,PA,2,0,40.3359028,-79.8697707,42,Pennsylvania,2
Pottstown,PA,2,0,40.2453741,-75.6496302,42,Pennsylvania,2
Pottsville,PA,1,0,40.6859385,-76.1949411,42,Pennsylvania,1
Rankin,PA,1,1,40.412569,-79.8792161,42,Pennsylvania,2
Reading,PA,7,0,40.3364587,-75.9288612,42,Pennsylvania,7
Ross Township,PA,3,0,40.520623,-80.0050243,42,Pennsylvania,3
Rouzerville,PA,1,1,39.7367609,-77.5349906,42,Pennsylvania,2
Saltsburg,PA,1,0,40.4864553,-79.4514299,42,Pennsylvania,1
Scranton,PA,1,0,41.408969,-75.6624122,42,Pennsylvania,1
Sewickley,PA,1,0,40.5364566,-80.1845031,42,Pennsylvania,1
Shaler,PA,1,1,40.161289,-80.486165,42,Pennsylvania,2
Sharon,PA,1,0,41.2331116,-80.4934035,42,Pennsylvania,1
Sheraden,PA,1,0,40.4595132,-80.0772776,42,Pennsylvania,1
Shippensburg,PA,1,0,40.0562262,-77.5139074,42,Pennsylvania,1
Somerset County,PA,1,1,40.0035466,-79.042539,42,Pennsylvania,2
South Abington,PA,1,1,40.1206656,-75.1179512,42,Pennsylvania,2
South Huntingdon,PA,1,0,39.997146,-78.241966,42,Pennsylvania,1
South Londonderry,PA,1,0,40.2403764,-76.5372625,42,Pennsylvania,1
South Strabane,PA,1,0,40.1384049,-80.163391,42,Pennsylvania,1
Springettsbury,PA,1,0,39.9949864,-76.675922,42,Pennsylvania,1
St Thomas,PA,1,0,39.9175908,-77.7977726,42,Pennsylvania,1
Summit,PA,1,0,39.968421,-78.0227807,42,Pennsylvania,1
Swissvale,PA,1,0,40.4236801,-79.8828275,42,Pennsylvania,1
Tacony,PA,1,0,40.0312228,-75.0443386,42,Pennsylvania,1
Texas,PA,1,0,41.5350719,-77.2527545,42,Pennsylvania,1
Torrance,PA,1,0,40.4172913,-79.2228123,42,Pennsylvania,1
Uniontown,PA,3,0,39.900076,-79.7164326,42,Pennsylvania,3
Upper Chichester,PA,1,0,39.8571,-75.4592,42,Pennsylvania,1
Upper Darby,PA,2,1,39.9284459,-75.2737955,42,Pennsylvania,3
Warwick,PA,1,0,40.1623168,-76.3069013,42,Pennsylvania,1
Washington,PA,4,1,40.17396,-80.2461714,42,Pennsylvania,5
Washington County,PA,1,0,40.2167415,-80.23898461,42,Pennsylvania,1
Wernersville,PA,1,0,40.3300924,-76.0804972,42,Pennsylvania,1
West Chester,PA,1,0,39.960185,-75.605471,42,Pennsylvania,1
West Manheim Township,PA,1,0,40.1637359,-76.3952429,42,Pennsylvania,1
West York,PA,1,0,39.9525985,-76.7513566,42,Pennsylvania,1
Westfield,PA,1,1,41.9192368,-77.5388744,42,Pennsylvania,2
Wilkes-Barre,PA,10,2,41.2464824,-75.8817316,42,Pennsylvania,12
Williamsport,PA,4,0,41.2493292,-77.0027671,42,Pennsylvania,4
Williamstown,PA,1,0,40.5800868,-76.617742,42,Pennsylvania,1
York,PA,8,1,39.962398,-76.727392,42,Pennsylvania,9
York City,PA,3,0,39.9543252,-76.7100642,42,Pennsylvania,3
Aliquippa,PA,0,1,40.618174,-80.25101314,42,Pennsylvania,1
Coatesville,PA,0,1,39.9831616,-75.8238355,42,Pennsylvania,1
Connellsville,PA,0,1,40.0178522,-79.5894828,42,Pennsylvania,1
Feasterville,PA,0,1,40.1514665,-74.98867493,42,Pennsylvania,1
Holly Hill,PA,0,1,40.1626096,-74.838775,42,Pennsylvania,1
Lower Macungie,PA,0,1,40.543813,-75.5319152,42,Pennsylvania,1
Lower Paxton Township ,PA,0,1,40.3187547,-76.7862453,42,Pennsylvania,1
Muhlenberg,PA,0,1,40.3831486,-75.9388201,42,Pennsylvania,1
Oil City,PA,0,1,41.4339484,-79.7064413,42,Pennsylvania,1
Phillipsburg,PA,0,1,40.6933994,-80.2820062,42,Pennsylvania,1
Simpson,PA,0,1,41.8367297,-78.5880801,42,Pennsylvania,1
Tidioute,PA,0,1,41.6850604,-79.4031034,42,Pennsylvania,1
Warminster,PA,0,1,40.2067751,-75.0996159,42,Pennsylvania,1
Acworth,GA,2,1,34.0659329,-84.6768796,13,Georgia,3
Adairsville,GA,1,1,34.3687021,-84.9341093,13,Georgia,2
Aiken County,GA,1,0,33.6005783,-81.6035062,13,Georgia,1
Albany,GA,5,0,31.5785074,-84.155741,13,Georgia,5
Alpharetta,GA,2,0,34.0709576,-84.2747329,13,Georgia,2
Athens,GA,1,0,33.9595974,-83.376678,13,Georgia,1
Atlanta,GA,60,6,33.7490987,-84.3901849,13,Georgia,66
Augusta,GA,12,3,33.4709714,-81.9748429,13,Georgia,15
Austell,GA,2,1,33.8126059,-84.6343783,13,Georgia,3
Baker County,GA,1,0,31.2638035,-84.49868356,13,Georgia,1
Baxley,GA,1,0,31.7782514,-82.3484618,13,Georgia,1
Bethlehem,GA,1,1,34.9020296,-84.0774118,13,Georgia,2
Bibb County,GA,1,0,32.8071935,-83.6865978,13,Georgia,1
Blairsville,GA,1,2,34.8761989,-83.9582412,13,Georgia,3
Bonaire,GA,1,0,32.5437575,-83.5960162,13,Georgia,1
Brunswick,GA,3,0,31.1499528,-81.4914894,13,Georgia,3
Buford,GA,1,2,34.1206564,-84.0043513,13,Georgia,3
Cairo,GA,3,0,30.8774132,-84.2012897,13,Georgia,3
Calhoun,GA,1,0,31.5040637,-84.4534229,13,Georgia,1
Canton,GA,2,0,34.2367621,-84.4907621,13,Georgia,2
Carnesville,GA,1,0,34.3698266,-83.235155,13,Georgia,1
Cartersville,GA,2,0,34.180855,-84.7529171,13,Georgia,2
Cascade,GA,1,0,34.906322,-85.205915,13,Georgia,1
Catoosa County,GA,1,0,34.8776399,-85.14452792,13,Georgia,1
Cedartown,GA,1,0,34.018554,-85.25593921,13,Georgia,1
Cherokee County,GA,2,0,34.2428725,-84.45619375,13,Georgia,2
Chickamauga,GA,1,0,34.871188,-85.2907896,13,Georgia,1
Clarkesville,GA,1,0,34.6125971,-83.5248933,13,Georgia,1
Claxton,GA,1,0,32.1615815,-81.9040047,13,Georgia,1
Clayton County,GA,9,2,33.4362245,-84.3142675,13,Georgia,11
Cobb,GA,1,1,33.9373948,-84.5732006,13,Georgia,2
Cobb County,GA,2,1,33.915655,-84.58145629,13,Georgia,3
Cobb County ,GA,1,0,33.915655,-84.58145629,13,Georgia,1
College Park,GA,3,0,33.6534427,-84.4493725,13,Georgia,3
Columbus,GA,15,5,32.4609764,-84.9877094,13,Georgia,20
Conley,GA,1,0,33.6358095,-84.32943956,13,Georgia,1
Covington,GA,2,0,33.5967815,-83.8601827,13,Georgia,2
Coweta County,GA,1,0,33.351366,-84.7798988,13,Georgia,1
Crawford County,GA,1,0,32.695324,-83.96848833,13,Georgia,1
Dacula,GA,1,1,33.9887165,-83.8979573,13,Georgia,2
Dallas,GA,1,0,33.917713,-84.85739063,13,Georgia,1
Dalton,GA,1,0,34.723883,-84.86855458,13,Georgia,1
DeKalb,GA,2,1,34.9711865,-85.279123,13,Georgia,3
DeKalb County,GA,8,2,33.79274945,-84.22015372,13,Georgia,10
Decatur,GA,4,0,33.7737582,-84.296069,13,Georgia,4
Dekalb County,GA,3,0,33.79274945,-84.22015372,13,Georgia,3
Donalsonville,GA,1,1,31.0404625,-84.8790911,13,Georgia,2
East Point,GA,4,2,33.6795531,-84.4393724,13,Georgia,6
Elbert County,GA,1,0,34.1106692,-82.6953123,13,Georgia,1
Emerson,GA,1,0,30.7760298,-83.631827,13,Georgia,1
Fayetteville,GA,1,0,33.4487257,-84.4549262,13,Georgia,1
Fitzgerald,GA,1,1,31.7149082,-83.2526545,13,Georgia,2
Flowery Branch,GA,1,0,34.1851017,-83.9251809,13,Georgia,1
Forest Park,GA,1,0,33.6220542,-84.3690918,13,Georgia,1
Forsyth,GA,2,0,34.2484331,-83.9748056,13,Georgia,2
Fulton County,GA,5,1,33.844221,-84.40353195,13,Georgia,6
Gainesville,GA,3,1,34.2435175,-83.82786602,13,Georgia,4
Glenwood,GA,1,0,33.9292825,-83.4026591,13,Georgia,1
